clean_news,label_encoded
adani enterprises ltd redeems commercial papers of rs 150 cr on maturity 3000 cps were fully redeemed with no outstanding amount as of 07072025,1
"adani enterprises has filed its final debt offer prospectus with roc for ncd issuance worth 1,000 crore, including a 500 crore green shoe option the ncds are rated aa stable by care ratings and icra, proposed to be listed on nse and bse, with the issue open from july 922, 2025",1
"acuite ratings reaffirmed adani enterprises commercial paper rating at a1 the rating watch was removed, signaling a stable outlook and credit confidence",2
adani defence completes acquisition of 851 stake in air works india pvt ltd for rs 400 cr acquisition expands adanis footprint in aerospace mro industry air works had fy 2324 turnover of rs 356 cr,2
"adani enterprises plans to raise 10b via retail bond issue next week the debt sale will feature 25 year maturities, sources revealed",1
"adani enterprises files draft prospectus for debt offer dated june 25, 2025 company was initially founded as a partnership firm in 1988",1
adaniconnex acquires 100 stake in granthik realtors for inr 8599 cr the acquisition aims to boost infrastructure development capabilities,2
"adani enterprises board approved ncd issue worth 2,000 cr draft filed for 500 cr option to retain oversubscription up to 500 cr, total reaching 1,000 cr",1
"forsight robotics secures 125m funding from eclipse ventures, adani enterprises, reiya ventures, and others total funding to date for forsight robotics stands at 195m after this round",1
adani enterprises plans to demerge adani airport holdings aahl by 202728 aahl operates 7 airports aahl secured 1b financing for mumbai airport and aims to triple passenger capacity to 300m by 2040,2
"adani airports secures 1b financing for mumbai airport via indias first investmentgrade private bond issued 750m notes maturing july 2029, option for 250m investors include apollo funds, blackrock",2
"adani enterprises launches indias first 5 mw offgrid green hydrogen plant in gujarat powered by solar energy with battery storage, aligns with indias clean energy goals",2
"adani enterprises receives esg rating of 63 from nse sustainability rating reflects performance on environmental, social, and governance parameters",1
care ratings reaffirmed adani enterprises care aa stable for ncds and bank facilities care a1 rating assigned for adanis commercial paper and shortterm bank facilities,2
"adani enterprises announces incorporation of astraan defence ltd, a subsidiary of agneya systems ltd, on june 13, 2025 astraan defence ltd will focus on manufacturing explosives and ammunitions turnover is currently nil as operations havent started",1
"adani enterprises arm, agneya systems, has formed a new subsidiary, astraan defence astraan defence will manufacture primers, propellants, ignitors, explosives, and ammunition",1
"adani enterprises ltd announces record date for commercial paper redemption on june 11, 2025 the maturity date for the commercial paper is june 12, 2025, as per the companys notification",1
"adani enterprises, jindal power, and dalmia cement to submit resolution plans for jaiprakash associates jaiprakash associates faces over rs 59,000 crore in creditor claims amid insolvency process",1
"hal negotiations with ge for ge414 engines stalled kec secured orders worth 2,211 crore in saudi arabia and americas indigo and garuda indonesia entered a codeshare agreement adani airports raised 750m aarvee denims is now bank debtfree",2
"adani airports, a subsidiary of adani enterprises ltd, secured 750m via ecb from global banks, led by first abu dhabi bank, barclays, and standard chartered funds will refinance 400m debt and support infrastructure and nonaero business growth across six airports, aiming to triple passenger capacity by 2040",2
"adani airports, a unit of adani enterprises, secures 750m via external commercial borrowings funds raised from a consortium of international banks for private airport operations",2
adani enterprises announces adani airports secures 750m global financing to refinance 400m debt and fund growth capex,2
"adani airports raised usd 750m through external commercial borrowings, with usd 400m for debt refinancing remaining funds will expand six airports aahl handled 94m passengers in fy24, aiming to triple capacity by 2040",2
"adani enterprises refutes wsj claims of links with iranian lpg, denying sanctions evasion or trade with iran adani assures compliance with us regulations, stressing lpg revenue is 15 of total, sourced from reputable suppliers",1
"adani enterprises ltd submitted its business responsibility and sustainability report for fy 202425 to bse and nse as per sebi listing regulations the report is available on their website the report outlines adanis commitment to sustainability, including goals like 50 renewable energy by 2030 and becoming net water positive by 2035 it covers areas like energy, emissions, and community engagement",1
"adani enterprises ltd informs bse about full redemption of commercial paper isin ine423a14ws5, with rs 20 crores redeemed on maturity date 26052025 the redemption leaves no outstanding amount the notification complies with sebi circulars for cp listing and redemption reporting",1
"adani enterprises is leading in acquiring a stake in diamond power infrastructure, based in ahmedabad, according to sources two other contenders are competing for the diamond power infrastructure stake alongside adani enterprises",2
"adani enterprises shares gained 03, trading at rs 2,547 with volume at 260,509 shares revenue grew from rs 39,5371 cr in 2021 to rs 97,8948 cr in 2025 net profit rose from rs 7463 cr in 2021 to rs 7,4973 cr in 2025 eps increased from rs 84 in 2021 to rs 606 in 2025 roe is 141 with a debtequity ratio of 152",2
"sensex surged 297 to 81,81134 nifty jumped 31 to 24,76185 as indiapakistan ceasefire boosts market adani group, shriram finance, and jio financial lead gains adani enterprises soared 73, while indusind bank fell 3 pharma stocks faced pressure amid us drug price cut plans birla corp and reliance power gained 20 and 13, respectively",2
adani enterprises gained over 7 as metal stocks rose due to us reducing tariffs on china from 145 to 30 for 90 days,2
"nifty is trading above 24,700 with top gainers like adani enterprises, jio financial services, shriram finance other gainers include trent and adani ports",2
"adani enterprises deploys indias first hydrogenpowered truck in chhattisgarh for mining logistics the truck features smart technology and three tanks, carrying 40 tonnes for 200 km range",2
"adani enterprises ltd announced record dates for interest payments on ncds issued on 12th sep 2024 interest on 932 and 956 ncds, valued at rs 442 crore and rs 504 crore, payable on 12th june 2025",1
"adani enterprises ltd releases transcript of recent earnings call, covering q1 and fy ending march 2025 transcript accessible for stakeholders and investors detailed link provided",1
"adani enterprises plans 36,000 crore capex for fy26, focusing on airports, green hydrogen, roads, and solar pvc 10,500 crore will go to airports mumbai airport upgrade plans involve stabilizing navi mumbai operations first phase 2 of navi mumbai aims to expand capacity from 20 to 60 million passengers",2
"adani enterprises fy 2025 revenue rose 15 to 9789b, net income up 129 to 711b eps increased to 6066 from 2723 revenue and eps beat analyst estimates by 12 and 64",2
adani enterprises ltd announces record date for commercial paper redemption on 8th may 2025 communication sent to bse and depositories for necessary actions on redemption process,1
"adani enterprises stock rose 3 as q4 net profit surged 1,653 qoq to rs 4,015 crore revenue increased 18 qoq to rs 26,966 crore fy25 net profit rose 140 yoy a 135 awl stake sale generated a rs 3,9457 crore gain dividend of rs 130share proposed",2
"adani group stocks surged as adani ports rose 5 to rs 1,295, and adani enterprises jumped 3 to rs 2,372 after strong q4 results adani ports reported a 478 yoy rise in q4 net profit to rs 3,014 crore, while adani enterprises saw a 75fold profit jump",2
"upstox highlights marico, iob, adani enterprises, adani ports, eternal, tvs motor, maruti, tata motors as stocks to watch on may 2",1
adani enterprises submitted an audio recording of analysts call on q4fy25 financial results held on 1st may 2025 the call covered standalone and consolidated results for quarter and year ended 31st march 2025,1
"adani enterprises ltd issues monitoring agency report for qip of rs 4,200 crore, reviewed by care ratings and audit committee funds utilized for capital expenditure, repayment, and corporate purposes no deviations or delays reported as per ca certificate verification",2
"adani enterprises shared audio from an investor call covering financial results ending march 2025 the audio link is accessible, and formal communication was made to stock exchanges",1
"adani enterprises ltd board approved financial results with mixed auditor opinions and proposed a rs 130 dividend plans announced to raise funds up to 15,000 crore new auditor appointments and management changes noted",0
"adani enterprises reported fy25 pat of 7,112 crore, up 120 due to a 3,286 crore gain from adani wilmar stake sale adani groups new energy, airport, and road businesses boosted revenues anil saw a 63 rise to 13,965 crore",2
"adani enterprises q4 net profit surged over 7fold to 3,845 cr, aided by exceptional item gain the profit increased from 45058 cr last year for the januarymarch quarter",2
"adani enterprises q4 profit drops due to coal trading weakness, with coal trading profit falling 47 to 833 crore despite a decline, net profit surged 8fold to 3,845 crore from a onetime gain in its consumer goods venture sale",1
"adani enterprises q4 profit declines due to coal trading weakness the company is diversified across logistics, mining, and more net sales are primarily from product sales 857 and services 142, with india contributing 603 of net sales",0
"adani enterprises ltd fy25 results ebitda up 26, pbt rose 16 to rs 6,533 cr revenue increased 2 to rs 1,00,365 cr, with significant growth in incubating businesses",2
"adani enterprises ltd reports 26 rise in consolidated ebitda to rs 16,722 cr pbt up 16 to rs 6,533 cr fy25 revenue rose 2 to rs 1,00,365 cr new projects in solar, wind, and data centers announced",2
"adani enterprises ltd proposes rs 13 dividend per share after approving 2025 q4 financials plans to raise rs 15,000 crore via securities standalone audit unmodified, consolidated faced issues",0
"eternal, formerly zomato, is set to report q4 revenue growth of 62 yoy, driven by hyperpure and blinkit profitability may drop significantly kotak estimates pat fall of 83 to rs 297 crore, while nuvama expects a rs 36 crore loss food delivery revenue may grow 19 yoy",0
"vedanta resources plans to invest us 1 billion in zambias konkola copper mines to boost output to 300,000 tonnes annually adani enterprises is launching a massive copper smelter, aiming to double capacity to 1 million tonnes, sourcing globally for diversification",2
"adani enterprises ltd announced the full redemption of commercial paper isin ine423a14wn6 the redemption amount was rs 50 crore with the maturity date being april 23, 2025",1
"adani data networks will transfer 400 mhz spectrum to bharti airtel across six telecom circles the agreement includes 100 mhz in gujarat and mumbai, and 50 mhz in four other regions",2
adani data networks plans to transfer 400 mhz spectrum in the 26 ghz band the spectrum covers six telecom circles and awaits regulatory approvals,1
"adani enterprises limited operates in logistics, mining, photovoltaic manufacturing, and airports logistics and supply services contribute 669 to the companys net sales",1
"adani enterprises plans to raise 1215 billion through us dollar bonds funds will support navi mumbai airport development, starting operations in june",1
"adani enterprises to develop a ropeway project linking sonprayag, gaurikund, and kedarnath government to earn revenue without investment by receiving 42 of the projects revenue",2
adani enterprises ltd plans to launch a major copper smelter in the next four weeks the smelter will be the largest metallurgical complex for copper and other metals,2
"adani enterprises is a diversified conglomerate with key activities in logistics, mining, and manufacturing the company also engages in airport management and infrastructure development projects across india",1
"nifty reclaims 22,600 with strong performance led by it and realty sectors mid and smallcap indices see over 2 rise advancedecline ratio at 61",1
adani enterprises limited confirms the use of commercial papers for debt repayment and working capital needs the company adheres to listing conditions as per sebis master circular,1
"adani solar dominates pm surya ghar muft bijli yojana, supplying 54 of solar modules the scheme aims to solarise 30 lakh households by fy26, with adani expecting 50 supply share",2
"muted market start expected gift nifty down 4 points at 24,744 stocks to watch include ceat, bel, united breweries, upl, and nmdc",1
"bharat electronics ltd secured rs 644 crore in additional orders postjuly 30, 2025 orders include data centre, ship fire control, tank navigation systems, and other equipment",2
"bharat electronics ltd held its 71st agm on august 28, 2025, via video conferencing key resolutions included dividend approval and director appointments voting results to be disclosed later",1
"bel faced selling pressure, emerging as one of the biggest nifty losers aurobindo dropped 4 amid reports of leading the zentiva acquisition",0
defence stocks retreat bel drops nearly 2 from its peak,0
"bel sets 14 aug 2025 as record date for fy202425 dividend dividend depends on agm approval, aligns with sebi norms",1
"sensex starts choppy nifty at 24,650 bel, airtel gain up to 2 opening bell indicates mixed market movement across key indices",2
"mcx surged 5 intraday post strong q1 fy26 results and a 15 stock split bel gained 3 on robust q1 and fy26 guidance abb fell 6 on 21 yoy profit drop, while gmdc rose 8 on q1 optimism and rare earth mineral focus",2
"indias defence sector sees a boom with fy24 production hitting 127 lakh crore, driven by aatmanirbhar bharat and global orders stocks like mtar, data patterns, paras defence, midhani, and bharat forge, crucial tier 2 vendors, show mixed financial performance amid growth potential",2
axiscades unit mistral solutions secures rs 798 cr sonar order from bharat electronics the subsystems will support submarine modification and other platforms over 35 years,1
"nuvama raises bel target price to 465, citing robust order book clear margin outlook and quality growth boost longterm confidence in bel",2
"bharat electronics reported q1 fy26 earnings via elarahosted call the call detailed financial highlights, management insights, and future outlook",1
"bel q1 fy25 sales rose to inr 44,3974m vs inr 42,4357m yoy revenue increased to inr 46,0306m from inr 44,4715m yoy",2
"bel stock news highlights q1 performance as key for investors analysis focuses on whether to buy, sell, or hold bel shares",1
"bharat electronics ltd bel reported q1 revenue of rs 441683 cr, up 52 yoy bels pat grew 249 yoy to rs 96913 cr order book stands at rs 74859 cr",2
"bel posted q1 net profit of 969 crore and revenue of 4,417 crore ebitda stood at 1,240 crore with a margin of 281",1
"over 50 major companies, including itc, indusind bank, bel, and swiggy, will announce q1 earnings this week key sectors include banking, fmcg, energy, auto, and pharma, with notable results from nifty 50 constituents",1
bharat electronics awards rites a 177 crore contract for a manufacturing unit the facility will be established in andhra pradesh,1
"defence ministry signs 2,000cr contract with bel for air defence fire control radars radars with 70 indigenous content will boost army modernisation, msmes, and economic growth",2
"bharat electronics wins a contract worth 1,640 crore",2
"bel wins indian army contract worth 1,640 crore for atulya radars",2
"bharat electronics ltd secured a rs 1640 cr contract to supply air defence fire control radars to the indian army the radars, designed by drdo, feature ecm capabilities, ensuring effective air threat neutralization in all conditions",2
"bel secures rs 563 crore defence orders, boosting focus q4fy25 net profit rises 184 yoy to rs 2,127 crore bel shares surge 35 ytd analysts target rs 416, signaling 4 upside market cap stands at rs 291 lakh crore",2
"bharat electronics secures rs 563 cr in additional orders since june 30, 2025 orders include systems like satcom interception, jammers, and inertial navigation",2
"fiis increase index future shorts, reducing long positions nifty near lower bollinger band showing low momentum defence stocks like bel, bdl show bearish trends nifty financials poised for further declines amid sector weakness",0
"defence stocks face selling pressure bdl, hal, and bel are top losers",0
"nomura highlights bel, hal, lt among top capital goods picks bels order inflows rise 48 yoy to rs 7,350 crore kec sees 33 yoy inflow growth cg power gains 17 siemens wins key rail project order broader capex recovery remains elusive",2
indian navy signs contract with bel for nmda project to boost security bel will implement the project to enhance maritime and coastal surveillance,2
"icici securities lists top defence picks, including hal, bel, solar industries, and azad engineering key developments include hals pact with safran, grses polar vessel project, and mods inr 90bn emergency procurement",2
"bharat electronics ltds board meeting on july 28, 2025 to review q1 fy25 financial results board to consider unaudited standalone and consolidated financials for june quarter",1
"sensex slips over 150 points nifty below 25,450 bel and tech mahindra emerge as top laggards in trading",0
"dac to approve rs 75,000 cr defence deals rs 44,000 cr for mine vessels by mazagon dock, cochin shipyard rs 30,000 cr qrsam project by bdl, bel boosts air defence focus on aatmanirbhar bharat, drives defence stock interest",2
bharat electronics secures an additional order worth 528 crore since june 20,2
"bel secures rs 528 cr orders since june 2025, including radars, communication gear, and evms contracts also include jammers, shelters, control centers, spares, and services, reflecting active business",2
"sensex gains 150 points, nifty nears 25,300 bel, nestle top gainers",2
"bharat electronics hits rs 42665 alltime high, delivering 429 ytd growth, outperforming sensexs 58 strong fundamentals 222 roe, low debtequity, 129 annual sales growth, 217 operating profit rise",2
"bel sees open interest rise to 96,645 contracts, trading volume hits 138,689 stock hits new 52week high at rs 4169 bel trades above multiple moving averages gains 43 over 2 days, with rs 3,05,4391 crore market cap",2
"bharat electronics gained 17 in niftycpse despite bse 500 index falling 06, marking sector resilience",2
"sensex and nifty50 surged 13 each tcs, hul, hdfc bank, and bel among key stocks to track granules, waaree energies, and dalmia bharat to focus on developments ab lifestyle brands debuts in t2t",1
"bharat electronics ltd received rs585 crore orders since june 5, 2025 orders include missile systems, communication equipment, jammers, and services",2
"drdo transfers nine advanced defence technologies to ten firms, boosting make in india with bel, beml, bharat forge in focus secretary dr samir v kamat praised drdoindustry collaboration and signed mou with coep pune, enhancing research and selfreliance",2
hdfc bank will seek legal remedies against allegations by lkmm trust suzlon promoters may sell 20 crore shares in a block deal tata steel to begin uk low carbon project by 2025 bel and tata electronics signed mou for semiconductor solutions,2
"stocks to watch include bharat electronics, asian paints, and larsen toubro",1
"bharat electronics ltd and tata electronics signed an mou on june 5, 2025 they aim to develop indigenous electronics and semiconductor solutions for indias selfreliance, focusing on fabrication and design services",2
"bajaj finserv, bel, and nalco are key stocks to watch on june 6 traders anticipate rbis interest rate decision to end 19day rangebound session",1
"bharat electronics ltd has received orders worth rs 2,323 crores from mdl and grse for spares these orders are for missile systems on indian naval ships, ensuring operational continuity of missioncritical equipment",2
"bharat electronics, newgen software, vedanta, and yes bank highlighted as stocks to watch",1
bharat electronics received rs 537 crore orders newgen signed a rs 208 crore international contract for digital transformation yes bank saw carlyles ca basque reduce its stake to 422 vedanta is on track to achieve 25 gw green energy by 2030,2
"bharat electronics ltd secures rs 537 crores in new orders postmay 16, 2025 orders include communication equipment, composite systems for ships, and simulator upgrades",2
"bharat electronics, a navratna psu, secures defence contracts worth 537 crore",2
bharat electronics ltd received orders worth 537 billion rupees,2
"bharat electronics ltds secretarial compliance report for fy ending march 2025 confirms compliance with sebi regulations except for noncompliance in board composition due to lack of independent directors fines imposed by nse and bse total rs 306 lakh each the company has addressed previous noncompliance issues, reconstituting committees as per sebi lodr regulations no resignation of statutory auditors occurred, with no additional noncompliances observed beyond reported ones",0
"bharat electronics ltd bel reported a 162 increase in turnover to inr 23,024 crores for fy 2425 profit before tax rose by 329 to inr 7,090 crores the order book as of april 2025 is inr 71,650 crores bel expects significant orders, including qrsam and ngc projects, potentially totaling inr 50,000 crores this year the company is also focusing on indigenization to improve margins and has over 299 patents to protect its ip",2
"trent and bel to replace nestle and indusind in sensex from june 23 indus towers added to bse 100 bharat forge, dabur, siemens dropped himadri chem buys 162 stake in usbased ibc for 375 crore tata steels kalinganagar plant capacity rises to 8 mt with expansion",2
"bharat electronics appoints shri bharatsinh prabhatsinh parmar as independent director effective 21st may 2025 parmar, a former mp, has a background in agriculture, commerce, and law, and has held key government roles",1
"sensex fell 9874 pts, nifty 50 slumped 2992 pts amid us debt concerns tata steel, indusind, bel, jio saw marginal gains, while mm, power grid, tech mahindra, wipro, itc lagged fmcg, it, auto, pharma sectors declined 12 indusind, indigo gained postq4 hdfc amc, hdfc life, bel hit 52week highs volatility index rose 08 to 1769",2
"bharat electronics gains amid strong market uptrend niftyrealty leads with 37 sectors advancing sensex up 3831 points at 81,5695 go digit general shines in mid caps max healthcare, dixon technologies face challenges earnings reports from key companies to influence dynamics",2
"bharat electronics ltd sees heightened activity in call options, nearing its 52week high rs 370 strike recorded 9,337 contracts with rs 2,8901 lakh turnover bel outperformed sensex with 33 return, despite slight underperformance against its sector defense sector gains 29, indicating robust market engagement",2
"bharat electronics ltd announced newspaper publication of its standalone and consolidated audited financial results for the quarter and year ended march 31, 2025 this was published in business line, prajavani, and business standard",1
"bharat electronics ltd announced the outcome of their investor meet under regulation 30 lodr audio of the meeting held on 20th may 2025 was uploaded the conference call discussed audited financial results for the quarter and year ended 31st march 2025, hosted by iifl capital website link provided for details",1
"bel declares 90 final dividend for q4 2025 pat rises 18 yoy to rs 2,1048 cr fy25 revenue up 17 yoy to rs 24,5111 cr dec 2024 revenue rs 5,7561 mn, net profit rs 1,3161 mn eps rs 181, cash eps rs 194 opm 323, npm 229 fy npm 199",2
"bharat electronics expects orders worth at least 27,000 crore in fy26, as revealed in the earnings call",2
"bharat electronics expects orders worth 27,000 crore in fy26, excluding a 30,000 crore qrsam order bel anticipates 810 emergency procurement orders soon shares are flat at 364, up 21 in a month",2
"bharat electronics ltd held a board meeting on 19th may 2025, approving audited standalone and consolidated financial results for q4 and fy 202425 the board recommended a final dividend of 090 per equity share, subject to shareholder approval in the next agm standalone profit before tax was 7,08,999 lakhs",2
"stocks to watch include power grid, bharat electronics, dlf, and petronet lng also, redington, cms info systems, pi industries, gmr power, borosil, globus spirits, gujarat gas, jk paper, hindustan foods, irb infra, restaurant brands asia, nlc india, eris lifesciences, and karur vysya bank",1
"bharat electronics reports q4 revenue of 9,1496 crore, exceeding estimates of 9,047 crore",2
bharat electronics board approved q4 fy25 results final dividend of 09share recommended audit by rao emmar showed no major concerns board lacks independent directors due to govt delays,2
"indigo, bel, dlf, pfizer, ongc, power grid release q4 fy25 results today 98 companies, including interglobe aviation, pgcil, report earnings on may 19",1
"dr reddys labs faces usfda inspection with two observations ksb gains rs 253 crore order for solar pumping systems under pm kusum scheme rpp infra wins rs 1544 crore project in jharkhand bel secures rs 572 crore in defense orders lumax auto to acquire 25 stake in iac india for rs 221 crore sapphire media acquires reliance broadcast network kec receives rs 1,133 crore transmission projects",2
"divis labs reacts to q4 results bharat electronics ltd and sun pharma to report earnings today 10 key companies, including dlf, power grid corp, and gujarat gas, will release q4 earnings on may 19",1
"bel shares rise 13 in a week ahead of q4 results and final dividend announcement focus due to operation sindoor amid border tensions bels board meeting on may 19, 2025, to approve q4fy25 financial results and consider final dividend for fy202425, reaching near 52week high",2
"over 700 companies, including bel, power grid, and itc, will announce q4 results from may 1924 key sectors defence, energy, consumer goods major firms like hindalco, ongc, and colgate palmolive schedule disclosures results influenced by demand and input costs",1
"bharat electronics ltd secured rs572 cr in new orders since april 7, 2025, for advanced defense tech orders include drone detection, radios, ai solutions, oem products for ships, attack guns, simulators, and jammers",2
"jefferies adds bharat electronics, ambuja cements to portfolio removes shriram finance, coal india due to valuation concerns jefferies notes eps cagr of 1112 for fy20252027 positive outlook for domestic and foreign flows supports equity supply",2
bharat electronics ltd sees a falling wedge breakout with rsi trending upwards and increased trading volume,2
"nifty 50 saw gains led by tata steel, bharat electronics, and shriram finance tata steel rose 4, bharat electronics 24, and shriram finance 21 other notable gainers included hindalco, up 19, and ongc, up 19 tata steel and bharat electronics showed robust revenue and profit growth",2
"indian defence stocks surged as pm modi emphasized selfreliance in military capabilities the nifty india defence index rose 4 to 7,416 bharat dynamics led gains, up 7 to rs 1,68390 other majors like beml, bel, and hal rose over 43 exports hit rs 23,622 crore in fy25",2
"bharat electronics shows strong returns, reflecting solid fundamentals and investor confidence amid mixed market performance power grid corporation struggles, highlighting volatility advance decline ratio of 054x indicates cautious sentiment upcoming results from shree cement and eicher motors could impact dynamics",2
"bharat electronics leads gains as large caps trade flat sensex declines, showing market caution mid cap star health and small cap tanla platforms perform well eternal ltd and upl are top losers niftypharma advances, teck struggles investors await earnings from jubilant food and brigade enterprises for further impact",2
"defence stocks like bharat forge, hal, bel, and cochin shipyard are in focus as govt calls defence makers to delhi amid indiapakistan tensions indias operation sindoor prompts pakistani attacks, countered by india defence stocks often rally during geopolitical events, says kotak securities",1
"bharat electronics ltds board meeting on may 19, 2025 will review audited standalone and consolidated results for q1 and fy ending march 2025 the board will also consider a final dividend recommendation for fy 202425",1
"bharat electronics ltd appoints shri hari kumar r as director of research development, effective 2nd may 2025 he succeeds as director after serving as general manager, technology planning since 2022 shri hari kumar r, with a career spanning over 35 years at bel, is not disqualified under any statutory authority and holds no relationships with other directors his term lasts until 31st march 2027 or further orders",1
"sensex rose 1179 pts to 80,33628, nifty 50 up 1325 pts to 24,34175 amid geopolitical tension bel, reliance led gainers defence stocks like bharat forge, hal surged post defence deal auto index dipped 042 midcap, smallcap traded flat bel up 45",2
"bharat electronics shows trend reversal, gaining 31 by april 28, 2025, reaching rs 3057 intraday high trading above key moving averages, it outperformed sensex with a 22 rise over a week, 283 over a year",2
bharat electronics appoints lt general vishwambhar singh as independent director singh has 37 years of army experience no disqualifications per companies act 2013,1
nuvama maintains buy rating on bel with target price of 385 growth driven by expanding indian air force fleet supports the rating,2
"sensex and nifty saw a significant drop on monday but rebounded on tuesday amid hopes of us tariff negotiations tata group stocks, reliance, and adani group shares surged as indian markets joined an asiawide rebound",1
domestic equity benchmarks dropped 3 due to global trade war fears impacting gdp and interest rates investors lost rs 14 lakh crore in market cap several stocks are set to be in focus on tuesday,1
"bharat electronics ltd secures a 2,210 crore contract for electronic warfare suites for mi17v5 helicopters the contract enhances indias selfreliance in defense tech, boosting bels order intake to 2,803 crore",2
"bharat electronics limited bel signed a rs 2,210 crores contract for electronic warfare suite with the iaf the contract includes radar, missile, and counter systems, with bel accumulating rs 2,803 crores in orders this year",2
"jsw steel maintains rs 102665 price, with a market cap of rs 252l crore it outperformed sensex in the past year, showing strong longterm growth",2
"jsw steel halts coking coal sourcing from mongolia due to logistical challenges india relies on imports for 8090 of coking coal, with australia as the main supplier",0
"jsw steel forms jv with apmdc for rs 1,075 cr iron ore project the jv aims to produce 13 mn tonsyear iron ore concentrate, reducing import costs",2
"jsw steel, with rs 259l cr market cap, outperforms sensex ytd despite slight daily dip, jsw steel shows strong annual performance",2
jsw steel to halt mining at jajang iron ore block from dec 2024 odisha govt demands rs14727 crore for mining dues legal steps planned,0
"jsw steels subsidiary, mivaan steels, wins bid for chhattisgarh coal block with 315 of nci prices company plans to secure clearances, execute cmdpa, and commence mining operations",2
"jsw steel and posco group signed a nonbinding agreement for a 6 mtpa steel plant the 5050 jv may be in odisha, subject to feasibility and approvals",1
jsw steel releases new investor presentation under regulation 30 lodr presentation link is provided on jsw steels official website for investor access,1
"jsw steel disputes rs 6,155 crore ebitda claim by bpsl lenders, arguing ebitda isnt distributable profit jsw also contests rs 2,5099 crore interest claim, citing delays caused by asset attachment, not by the company",0
"supreme court reserves verdict on jsw steels rs 19,700 crore plan for bhushan power",1
jsw steel hits days low as banks seek bpsls ebitda for creditors the demand arises during the ibc process involving bpsl,0
"banks contest jsw steels rs 19,700 crore bhushan power resolution plan they demand bpsls ibcprocess ebitda be allocated to creditors",0
jsw steels july 2025 crude steel production rose 19 yoy to 2623 lakh tonnes indian operations saw 925 capacity utilization us output fell slightly yoy to 072 lakh tonnes,2
"jsw steel faces lender demands for interest, ebitda gains linked to bhushan power insolvency",0
"jsw steel seeks higher met coke import quota to address supply shortfall india extended met coke import quotas to dec, capped at 14m tonnes",0
"sc review in jsw steelbpsl case raises concerns over ibcs resolution finality experts warn of investor confidence erosion, prolonged litigation, and need for judicial clarity",0
"jsw steel sees revised evaluation amid bse 100s 04 daily and 097 weekly dip indusind bank gains 16 while info edge drops 195 trent, hero motocorp earnings awaited",1
"jsw steel reports 209 annual growth in net sales, 24 rise in operating profit technical outlook shifts positively, reinforcing strong metrics in ferrous metals industry",2
jsw steel and jfe steel to invest inr585b in capacity expansion investment focuses on boosting production of grainoriented electrical steel,2
"jsw steel to expand crgo steel capacity at nashik to 250,000 tpa total capex rs 5,845 cr rs 983 cr equity infusion approved for jv funding",2
"sc recalls may 2 judgment scrapping jsw steels acquisition of bpsl, granting interim relief detailed hearing scheduled for august 7 rare reconsideration due to legal and factual concerns",2
indias supreme court to reconsider order quashing jsw steels 23b bhushan power deal court acknowledged potential errors in its earlier decision affecting the acquisition,2
"jsw steel sees stable steel demand, attracting investor interest investors assess whether to buy, sell, or hold jsw steel stock",2
"lts q1 net profit rose 30 to rs 3,617 cr ntpcs q1 net profit grew 11 to rs 6,108 cr varun beverages posted a 5 yoy rise in q1 net profit jio financial to discuss fundraising on july 30",1
"sc to review may 2 verdict on jsw steels resolution plan for bhushan steel the may 2 ruling declared the plan illegal, violating the ibc",2
"sc to hear jsw steels review petition on bspl resolution scrapping jsw steels case involves an open court hearing, per cnbc tv18",2
supreme court to review decision scrapping jsw steels resolution plan this provides relief to jsw steel and its lenders,2
supreme court to hear jsw steels review pleas in bhushan power steel insolvency case,2
"jsw steel, indusind bank lead nifty gainers jsw up 16, indusind up 155 other gainers jio financial 127, ongc 089, tata cons prod 083",2
"jsw steels agm approved all resolutions with requisite majority, including financial statements and dividends key resolutions included director appointments, secretarial auditor selection, and material related party transactions",1
"jsw steel targets 50 mtpa by 2030 via paradip greenfield project jsw plans a 132 mtpa steel plant, investing 65,000 crore in odisha",2
jsw steel expects no impact from blast furnace maintenance shutdowns in q2,2
jsw steel sees strong domestic demand and stable chinese prices q2fy26 volume recovery expected after shutdowns hopeful on bpsl case,2
brokerages raised target prices for jsw steel post strong q1 fy26 results concerns persist over stretched valuations and nearterm challenges,1
"antique maintains hold on jsw steel, raises target to rs 942 the revision reflects strong demand and updated estimates to 1hfy28e",1
"clsa retains reduce rating on jsw steel, raises target price to 890 q1 affected by forex loss, q2 outlook better, valuations still high",0
"citi reiterates sell on jsw steel, raising target price to 880 overvaluation cited despite cost benefits and optimism on chinas recovery",0
"motilal oswal retains buy rating on jsw steel with tp of 1,200 margin improvement anticipated from domestic price recovery",2
"jsw steel allocates rs 20,000 crore capex, focusing on dolvi plants expansion to 15 mt capex is 19 higher yoy aims 50 mt annual steel production by 203031",2
"nifty closed 06 lower at 24,96840 q1 results from major firms like infosys, reliance, and icici bank to impact sentiment corporate actions, ipos, fiidii activity, rupee movement, and crude oil prices to steer markets this week",1
"jsw steels net sales dropped from 1,75,006 cr in fy24 to 1,68,824 cr in fy25 pat fell sharply to 3,802 cr in fy25 from 9,145 cr, reflecting growth challenges",0
"jsw steel announces jv with andhra pradesh mineral development corp board approved jv incorporation on july 18, 2025",2
jsw steel begins fy26 positively but exercises caution in its outlook,1
"jsw steel ltd held its q1 fy26 earnings call on jul 18, 2025 the call highlighted the companys financial performance for the quarter",1
